Job,Action,Dataset,StartTime,EndTime
257eb848-f7d3-4c21-9412-b28faede0b44,read,00dc8006-96bc-4d25-988a-0f718de61586,1459806895000,145980716600
ac629650-594a-4482-8e05-977760ec4f6c,read,e51a545e-155f-4bc1-806a-7c4262283c2d,1459801037000,145980134200
9736bc16-9034-4083-a6ca-35f4f5faa549,read,08f1a719-1b85-4e22-9a44-b6357e8d2292,1459805596000,145980570100
e45bbcc0-6dc5-4f89-ae28-895c2538da6b,read,09b10f2e-adfa-440d-8b67-c2aa3f3a24d5,1459805123000,145980604900
d29cc81e-9d4d-46d6-a104-e1d43e9f23bb,write,58983ce0-3fea-4af9-bd7f-41ab1591b48c,1459730625000,145973066400
5f1e22a0-440b-4d9a-8b5b-6963ee86da82,read,ef636637-827d-4b5b-8db5-de5554eaec6c,1459760150000,145976015300
c9f76f52-12e8-4aee-9061-748e13b956e2,write,3bb4819d-6226-49d8-870d-8b01de0b22c5,1459808023000,145980802900
a1c6abfe-a83b-4a31-b112-ed3c9a2b31f4,read,88e84704-b16e-4762-8874-6dc9176647d4,1459808319000,145980833900
8e0b386e-689b-42e4-acbe-6ee9f0f12dd6,read,00dc8006-96bc-4d25-988a-0f718de61586,1459800367000,145980065300
dba2bd93-e034-4cf8-9f75-1a23ca8365e0,read,0733b70b-1d5e-444f-8f33-56fa2a4766c8,1459813606000,145981370500
12ae0c14-ca26-4b3f-b5e2-909abfb8897a,read,49d5fb3f-2c60-45bc-8732-5f34ce5689bc,1459776617000,145977668800
678bc582-3076-4e1c-8de6-73a9ed072b86,read,225e140e-5fb7-4e26-a576-c5e971061815,1459805215000,145980534200
fb60d526-b681-41a8-8353-502cdfb74c6c,read,12ee84e6-fc86-4b04-904f-d82d4ecf1596,1459783633000,145978363400
c06cb8b4-0c2d-44d0-8fdd-92369e913aa1,read,30e08e9a-c951-4e4c-be28-b4431c350195,1459740878000,145974152000
43950677-3653-4cee-aaac-e6b8a723c0ff,read,5c421cb0-5498-46d5-9729-dc84e430eceb,1459730379000,145973065300
2f17b6bc-6a2a-4ba9-b696-558851bb0e9b,read,e0825ca3-0d6b-403b-b72e-9f1354b757e1,1459747891000,145974789300
3996fac3-d34d-4051-af31-4e41f5ffaba5,write,122aac5d-b7cd-4997-8090-bf4d0a22c4d0,1459805049000,145980519600
85a17ff4-04ab-4d03-8209-8f1c189c628f,read,00dc8006-96bc-4d25-988a-0f718de61586,1459768393000,145976874500
573df712-61fa-4410-b237-caa3b53273f9,read,6cd9f31d-c10c-4916-a0b8-b9463fc8c24a,1459757850000,145975786500
7b4e0c77-45b7-42d5-b5d1-28dc7de44f5f,read,0e3c14fd-0322-49cd-85f3-732be78d5827,1459779813000,145977982000
f66868d3-ea40-4583-ac3d-64bad8de0bd4,read,0dc99423-d568-4750-91f4-320a69bfdef1,1459730060000,145973126800
4d04c051-f568-476c-8fc8-7c224f3edaca,read,4b67e05c-768b-4b57-a379-f08dce9b0ee3,1459762629000,145976312000
1cb24ba1-ceff-4e8f-a6dd-eacdd0f7fb25,write,52bbf06e-6243-49fb-85b2-d54dbdcb645b,1459785721000,145978574000
08aa2800-3cbc-44b0-af14-1c17c6d29cd2,read,28ec00a6-83e4-460d-a2e8-ae1f34e25764,1459814363000,145981436700
71c3f3fe-8706-4086-b095-0493d957a6ea,read,12ee84e6-fc86-4b04-904f-d82d4ecf1596,1459802840000,145980284100
b6248d37-8476-4a1c-a204-1c2f7aad6fd3,read,2ffc02e4-dfec-4d8e-ab0c-20e25fdbed51,1459802533000,145980260700
ec60ad9d-b180-4a40-aec6-a38515d4b950,read,0a745896-31b2-49c1-bb00-a6421faf7691,1459757870000,145975805000
0005dca9-6179-4a3f-8496-b8cd10ba7895,read,1cbe7d8b-a56b-43ac-863b-eb3b6ab5eaa1,1459790952000,145979138700
257eb848-f7d3-4c21-9412-b28faede0b44,read,010351f6-a483-4134-a002-65ad004bbfb6,1459806895000,145980716600
ac63c4f0-fe51-45cb-a598-11263192aa87,read,b2f3b094-436e-49fd-ad4a-ac4860fa017a,1459728464000,145972848200
9736bc16-9034-4083-a6ca-35f4f5faa549,read,0d44f4ee-8cf5-4c38-8fcd-7f3ec4404b48,1459805596000,145980570100
e45bbcc0-6dc5-4f89-ae28-895c2538da6b,read,0a112d41-ea6b-479c-9515-271126bd8270,1459805123000,145980604900
d29cc81e-9d4d-46d6-a104-e1d43e9f23bb,write,58fe855a-bcdc-4f43-a03f-5fa4e2a09b22,1459732128000,145973215100
5f1e9262-a567-48f3-a844-9246fa92c22d,read,ff7c9fe8-99b3-4460-b1af-a2323bd272e5,1459758151000,145975816000
c9f76f52-12e8-4aee-9061-748e13b956e2,write,47cf7d02-f96e-49a7-8789-12958b014fe4,1459808195000,145980820700
a1c6abfe-a83b-4a31-b112-ed3c9a2b31f4,read,9c601d4b-7bb5-45e9-9943-ede8850fc036,1459808319000,145980833900
8e0b386e-689b-42e4-acbe-6ee9f0f12dd6,read,010351f6-a483-4134-a002-65ad004bbfb6,1459800367000,145980065300
dba2bd93-e034-4cf8-9f75-1a23ca8365e0,read,07dc8ac4-a2ad-479a-9b84-76e1607e0df4,1459813605000,145981372000
12ae2679-dfd9-4dce-b305-38054937e5f4,write,03ba6f17-085a-4848-8f0b-83b9f7b4107a,1459791620000,145979167000
678bc582-3076-4e1c-8de6-73a9ed072b86,read,356c4abc-0d93-4137-8521-e345c7e62493,1459805215000,145980526200
fb60d526-b681-41a8-8353-502cdfb74c6c,read,1f479509-b001-4bdc-918a-07bacb71eca4,1459783633000,145978363400
c06cb8b4-0c2d-44d0-8fdd-92369e913aa1,read,40020ade-b88a-45c5-ba43-405dc22efd93,1459740878000,145974152000
43950677-3653-4cee-aaac-e6b8a723c0ff,read,64f997f3-a96e-4960-8aa9-6ba317988a33,1459730387000,145973059300
2f1a1ac4-5389-4d34-b9ef-24ba3c3ef071,write,7fb52272-693f-4f00-ab80-fc7110d6cbc3,1459800334000,145980034000
3997894c-5c03-4a94-9c52-cf14c1da769f,write,004e608e-5c8b-4d7d-bb67-ea12c1fc17f9,1459741167000,145974126700
85a17ff4-04ab-4d03-8209-8f1c189c628f,read,010351f6-a483-4134-a002-65ad004bbfb6,1459768393000,145976874500
573df712-61fa-4410-b237-caa3b53273f9,read,7bde595a-a408-4a20-b629-ed3332a03ad4,1459757932000,145975796100
7b4e0c77-45b7-42d5-b5d1-28dc7de44f5f,read,124ceefe-2cb4-472b-87d8-08cb0018ae62,1459779813000,145977982000
f66868d3-ea40-4583-ac3d-64bad8de0bd4,read,11827f0b-2681-4f6b-b92a-0aace2b335c8,1459730060000,145973126800
4d04c051-f568-476c-8fc8-7c224f3edaca,read,6976cb95-e424-4f82-9e3e-b6093f220e80,1459762629000,145976312000
1cb24ba1-ceff-4e8f-a6dd-eacdd0f7fb25,write,54607476-61da-4ea8-a464-eb71b0ad089e,1459785687000,145978568800
08aa2800-3cbc-44b0-af14-1c17c6d29cd2,read,8a67ec8b-df1b-4fbc-96b3-ce8030f245e1,1459814363000,145981436700
71c3f3fe-8706-4086-b095-0493d957a6ea,read,1f479509-b001-4bdc-918a-07bacb71eca4,1459802840000,145980284100
b626c88e-d8d5-45d8-be7d-a148754bee99,read,0d1f6137-87f1-42af-a097-5555b8e2a85a,1459736620000,145973663400
ec60ad9d-b180-4a40-aec6-a38515d4b950,read,0cd77acc-03c2-49b1-9817-a90de8ab56a7,1459757520000,145975760100
0005dca9-6179-4a3f-8496-b8cd10ba7895,read,383f7e7f-98d7-4417-add8-c00eabf1e651,1459790952000,145979138700
257eb848-f7d3-4c21-9412-b28faede0b44,read,01e0ca72-4402-4845-a384-eb05dc9884d8,1459806895000,145980716600
ac63c4f0-fe51-45cb-a598-11263192aa87,write,7a46dca3-f4df-4537-bd3f-95d94deda491,1459728694000,145972877400
9736bc16-9034-4083-a6ca-35f4f5faa549,read,1cff278a-dbb5-4b77-a4b9-5c0de24d76bd,1459805596000,145980570100
e45bbcc0-6dc5-4f89-ae28-895c2538da6b,read,0eed0d87-21ef-494c-84e9-1836c85cf61a,1459805123000,145980604900
d29cc81e-9d4d-46d6-a104-e1d43e9f23bb,write,fd9af558-df68-4b4d-8676-bd9a5f960f85,1459731933000,145973214800
5f20ec23-5d57-4c71-b081-e3b16c04c454,read,16861263-3904-414e-a5ed-2a3914ab3a17,1459772703000,145977272800
c9f76f52-12e8-4aee-9061-748e13b956e2,write,4f2fb8d5-1e99-4268-9d68-a7dcb73dec05,1459808225000,145980822600
a1c6abfe-a83b-4a31-b112-ed3c9a2b31f4,read,a7e92a0a-247e-4647-913e-a0d79997ceb6,1459808319000,145980833900
8e0b386e-689b-42e4-acbe-6ee9f0f12dd6,read,01e0ca72-4402-4845-a384-eb05dc9884d8,1459800367000,145980065300
dba2bd93-e034-4cf8-9f75-1a23ca8365e0,read,09d2b9ce-5b69-4af6-aa7b-be1e0b1ea982,1459813613000,145981363200
12ae2679-dfd9-4dce-b305-38054937e5f4,write,1189e992-7a5d-463d-add0-da6bc5d4ca03,1459791596000,145979159900
678bc582-3076-4e1c-8de6-73a9ed072b86,read,4d04fed2-bb29-4392-99fa-79f19efa2032,1459805216000,145980533700
fb60d526-b681-41a8-8353-502cdfb74c6c,read,2b4fd0d0-b6fa-45dd-8565-271930bcc950,1459783633000,145978363400
c06cb8b4-0c2d-44d0-8fdd-92369e913aa1,read,40e0d88f-7b31-4951-9e9e-1193bd185eb9,1459740878000,145974152000
43950677-3653-4cee-aaac-e6b8a723c0ff,read,6fbdbf11-0f1c-4e09-a830-44794bb5d2ff,1459730407000,145973040900
2f1b368a-fe24-4be1-867f-8179bfd90dcf,read,8b1aaedf-230f-426f-a90f-87fe9afd44a1,1459733668000,145973368100
3997894c-5c03-4a94-9c52-cf14c1da769f,write,008bc9e0-7a6d-4d0e-bf31-734d2a6737b7,1459741335000,145974156700
85a17ff4-04ab-4d03-8209-8f1c189c628f,read,01e0ca72-4402-4845-a384-eb05dc9884d8,1459768393000,145976874500
573df712-61fa-4410-b237-caa3b53273f9,read,ff433f38-4eda-4b41-867a-3e223f66cf7e,1459757826000,145975784600
7b4e0c77-45b7-42d5-b5d1-28dc7de44f5f,read,12893978-6f7e-4438-afb3-73bb64772fd0,1459779813000,145977982000
f66868d3-ea40-4583-ac3d-64bad8de0bd4,read,11f211a9-33c1-4e3d-8be6-4fd891e92e51,1459730060000,145973126800
4d04c051-f568-476c-8fc8-7c224f3edaca,read,71bf204c-b3fd-4592-b3c4-1e29e500aaf6,1459762629000,145976312000
1cb24ba1-ceff-4e8f-a6dd-eacdd0f7fb25,write,56ac83ec-492b-43b3-96eb-183cf0d8f2e9,1459785720000,145978572400
08aa2800-3cbc-44b0-af14-1c17c6d29cd2,read,8afabb67-740e-4ae5-b1d4-36f7d4519714,1459814363000,145981436700
71c3f3fe-8706-4086-b095-0493d957a6ea,read,2b4fd0d0-b6fa-45dd-8565-271930bcc950,1459802840000,145980284100
b626c88e-d8d5-45d8-be7d-a148754bee99,read,3a418d47-4e71-4746-b5f0-478f052f16e1,1459736620000,145973663400
ec60ad9d-b180-4a40-aec6-a38515d4b950,read,132766a0-d4c0-471e-b698-23a838a08edf,1459757870000,145975805000
0005dca9-6179-4a3f-8496-b8cd10ba7895,read,3a990ed1-03d7-4b52-a598-f95c612aad01,1459790952000,145979138700
257eb848-f7d3-4c21-9412-b28faede0b44,read,03059742-09f0-4804-b166-9a41e9e3a583,1459806895000,145980716600
ac6551cb-d7b1-4f35-8106-f676aaf9d05b,read,2bf907b5-3fa6-4ed0-875e-e12346a090fb,1459796499000,145979650500
9736bc16-9034-4083-a6ca-35f4f5faa549,read,218eabf4-a8fe-4d97-994d-f4bd33cb8e2c,1459805596000,145980570100
e45bbcc0-6dc5-4f89-ae28-895c2538da6b,read,0fbf7c84-e9e7-4a28-af72-44dcc99b00b2,1459805123000,145980604900
d29d388c-886f-41e2-a97b-e421519cd355,read,ff7c9fe8-99b3-4460-b1af-a2323bd272e5,1459741713000,145974171500
5f20ec23-5d57-4c71-b081-e3b16c04c454,read,6bcba9fa-f77f-41c6-bfa1-d02ee3c6f703,1459772589000,145977259700
c9f76f52-12e8-4aee-9061-748e13b956e2,write,5ae090ea-c6b8-4818-8666-a9386f48c15a,1459808108000,145980811900
a1c6abfe-a83b-4a31-b112-ed3c9a2b31f4,read,b5878137-b0c4-40e0-98ec-553579a64f1c,1459808319000,145980833900
8e0b386e-689b-42e4-acbe-6ee9f0f12dd6,read,0236dbc0-1a8d-4571-a4ed-3d0396c71595,1459800377000,145980079900
dba2bd93-e034-4cf8-9f75-1a23ca8365e0,read,0ba7a3c0-c9c6-477d-a398-7e98a4ddd614,1459813613000,145981363200
12ae2679-dfd9-4dce-b305-38054937e5f4,write,2b5a7ec8-c81e-4004-bcc1-f40f2d48cc09,1459791568000,145979156800
678bc582-3076-4e1c-8de6-73a9ed072b86,read,6a8a162a-7d81-40e5-ab9d-83fe8c96ce53,1459805215000,145980535900
fb60d526-b681-41a8-8353-502cdfb74c6c,read,2b67fb23-1f57-4ade-a95f-4eb7cbe59979,1459783633000,145978363400
c06cb8b4-0c2d-44d0-8fdd-92369e913aa1,read,45249577-9181-48ec-b265-5ea71084fbd1,1459740878000,145974152000
43950677-3653-4cee-aaac-e6b8a723c0ff,read,be190d0d-a5f8-47fe-88f3-018ff39503ed,1459730390000,145973056500
2f1b368a-fe24-4be1-867f-8179bfd90dcf,write,05aff9f8-483a-43e4-be5d-43260aeffbff,1459734146000,145973415400
3997894c-5c03-4a94-9c52-cf14c1da769f,write,08baa9bc-57e6-443b-bace-e4dbfe76345e,1459741180000,145974123500
85a17ff4-04ab-4d03-8209-8f1c189c628f,read,03059742-09f0-4804-b166-9a41e9e3a583,1459768393000,145976874500
573e8862-25bf-4d2c-9d46-8262e9b3deac,read,63ce5b02-d533-40c2-bbfe-b91d13bb8ef2,1459787008000,145978701600
7b4e0c77-45b7-42d5-b5d1-28dc7de44f5f,read,16347fd7-7c93-4145-a7af-6901f8fb618b,1459779813000,145977982000
f66868d3-ea40-4583-ac3d-64bad8de0bd4,read,14d3ca1b-6de4-4f8a-9275-bd1209f04911,1459730060000,145973126800
4d04c051-f568-476c-8fc8-7c224f3edaca,read,9922fb60-faed-4bd3-9dd4-ca2a901b3f0d,1459762629000,145976312000
1cb24ba1-ceff-4e8f-a6dd-eacdd0f7fb25,write,5adb6b4c-1448-41f3-951f-9ecadd3c0dea,1459785721000,145978574000
08aa2800-3cbc-44b0-af14-1c17c6d29cd2,read,b1b80dcc-a704-425a-842b-ecde0e71cb68,1459814363000,145981436700
71c3f3fe-8706-4086-b095-0493d957a6ea,read,2b67fb23-1f57-4ade-a95f-4eb7cbe59979,1459802840000,145980284100
b626c88e-d8d5-45d8-be7d-a148754bee99,read,47c10fa4-f692-4d2d-a454-6e3b78ad5201,1459736620000,145973663400
ec60ad9d-b180-4a40-aec6-a38515d4b950,read,197c3e46-b080-44f8-b4a2-ab29096df8db,1459757505000,145975757400
0005dca9-6179-4a3f-8496-b8cd10ba7895,read,444bbfd5-98ee-4272-8dac-023c6035aee9,1459790952000,145979138700
257eb848-f7d3-4c21-9412-b28faede0b44,read,031f837c-1e22-4bf3-8f09-b297758a80d8,1459806895000,145980716600
ac6551cb-d7b1-4f35-8106-f676aaf9d05b,read,6bef4a2f-0ebb-4381-84ef-7b26a73c0bd0,1459796499000,145979650500
9736bc16-9034-4083-a6ca-35f4f5faa549,read,2d0edc4f-f718-43ee-8de0-9efc19cc9049,1459805596000,145980570100
e45bbcc0-6dc5-4f89-ae28-895c2538da6b,read,1cbe7d8b-a56b-43ac-863b-eb3b6ab5eaa1,1459805123000,145980604900
d29e1150-a5e2-4574-9e18-79fabea4372d,read,af89daf1-ac36-4fc6-85dd-f00931e587bb,1459734299000,145973432700
5f2210b4-0bd1-4bd7-98d6-ac45a4a52f2f,read,7a2cc7d6-61cb-495f-b81c-6fc5931173e1,1459758339000,145975834300
c9f76f52-12e8-4aee-9061-748e13b956e2,write,5cfe6ef8-447e-4305-b5d0-4f54f338079c,1459808092000,145980809900
a1c6abfe-a83b-4a31-b112-ed3c9a2b31f4,read,d324b3c2-cdc7-4861-b3ac-940dc0e2f228,1459808319000,145980833900
8e0b386e-689b-42e4-acbe-6ee9f0f12dd6,read,02513e12-597e-4138-a1c7-a61288782b9d,1459800377000,145980079900
dba2bd93-e034-4cf8-9f75-1a23ca8365e0,read,13626670-0309-4096-b7da-5cb3a90b1ded,1459813613000,145981363200
12ae2679-dfd9-4dce-b305-38054937e5f4,write,5b9bddac-f14e-4ec6-b2c1-8d98422b1b22,1459791620000,145979167000
678bc582-3076-4e1c-8de6-73a9ed072b86,read,71cbc003-8ce8-44de-baa3-3bec3de4fc54,1459805215000,145980535500
fb60d526-b681-41a8-8353-502cdfb74c6c,read,2d18b4f3-9a57-4aee-b811-3f524a77af1b,1459783633000,145978363400
c06cb8b4-0c2d-44d0-8fdd-92369e913aa1,read,4a316124-6b9e-4bc3-9bfa-7abd46c2224f,1459740878000,145974152000
